Name,m/z,RT [min],HMDB,KEGG,Super_Class,Class,Sub_Class,log2FC_Processing_1,log2FC_Processing_2,log2FC_Processing_3,log2FC_Processing_4,YS0_F-1,YS0_F-2,YS0_F-3,YS25_F-1,YS25_F-2,YS25_F-3,YS50_F-1,YS50_F-2,YS50_F-3,YS75_F-1,YS75_F-2,YS75_F-3,YS100_F-1,YS100_F-2,YS100_F-3
Cycloartomunoxanthone,449.15796,6.458,HMDB0029999,,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,,,,,222389.0843132369,206551.11325112887,200474.67373563425,288074.3850442041,290022.88741416193,325274.688541634,1483855.498368592,1476735.210544702,1424913.268086706,32952.9494626315,37754.57701209487,28946.591815273627,45623.394033514516,41819.21156018755,44478.63735629793
"1,5-dihydroxy-7,7,10a-trimethyl-3,5'-bis(propan-2-yl)-5,6,6a,7,8,9,10,10a-octahydro-2H-spiro[acephenanthrylene-4,2'-bicyclo[3.1.0]hexan]-2-one",451.31778,9.148,,,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,,,,,1469358.3858157669,1554028.1704825144,1626464.793701718,1001686.480003298,1000268.3604536239,1182218.2855430774,988124.0980181814,964926.7025693808,999894.8237124383,666357.5599399977,687468.1394869378,660226.8415730643,147309.45994937874,178789.1838878017,158175.6508628195
Anthracyclinone Blue B,452.12915,0.616,,,Benzenoids,Naphthacenes,Tetracenequinones,,,,,1760408.096352395,1560555.8452924532,1911803.740355152,1419653.080752639,1519123.6225768207,1428247.2706705409,627704.999195108,681747.762361244,643707.0034436481,913054.4009834353,822536.8608313195,879475.7555852453,1166984.9511913662,1090533.6122517413,1284460.3415568923
5-O-methylvisammioside,453.16696,6.656,,,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,,,,,5223939.4398492845,5645284.412762103,5308104.676388613,4867013.872427198,4181587.7452537296,4749206.906319074,4591089.983872255,4393690.152277004,4220028.359850743,5098312.612592019,4064208.4803995965,4555527.922008385,4707162.077650845,4179393.545150724,4652145.343198431
"3-Oxo-11,13(18)-oleandien-28-oic acid",453.34363,4.19,,,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,51462339.28301009,41373617.561724514,60242760.72526539,53221050.02280748,44743472.471801065,55864688.21539145,52492300.5793905,49428900.17852462,47390892.61208489,49962949.837180436,53563010.762220725,50196085.460598834,50020083.131356716,48155927.42553457,53870955.113108724
Aureoverticillactam,454.29538,7.114,,,,,,,,,,421829.7733553019,446987.0657809268,509691.2335637713,366102.88108343177,299566.6421859137,323374.8414306546,360284.3350901014,313621.55770613137,312798.687303767,197090.10976280106,205338.30759254476,212921.16574465425,66085.21472770665,66540.70967459319,60966.52422770014
pseudolaric acid B,455.15979,7.532,HMDB0242611,,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,,,,,1246821.3092157338,1142105.7737243709,1505025.3130598955,3317717.9087851853,2867294.506714377,3152610.2635004385,2782247.238573354,2302216.2794196964,2265624.87100695,2341187.172874761,2142972.8916768753,2417218.807448363,3053469.219751662,3090493.0340514523,3750710.784196885
Oleanonic acid,455.35223,7.571,HMDB0255940,,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,945675.8643939566,913859.0087173316,1080526.2800887118,1068035.6279852372,1206811.704340032,1203736.6226747313,1476805.6206969658,1147111.4433840318,1328293.0489190032,909193.5497016977,757472.416017331,710708.0903809713,1536710.9316929881,1680246.9050176283,1485539.8832893835
"(2s,3r,4s,5s,6r)-2-{[(3s,6e)-3,7-dimethyloctadeca-1,6-dien-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",457.3501,9.212,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,,,,,2190483.930554426,1999985.595612254,2223950.07183332,1926333.4284668649,2475475.672482083,2226213.6170510524,2619878.776882102,2583654.5471085156,3085242.3300093836,3094590.638156756,2865633.4521666435,3094012.303676601,1819156.983258137,1980061.5384922454,2079631.9652496171
"n-{18-hydroxy-10,14,16,20-tetramethyl-22-azahexacyclo[12.10.0.0,.0,.0,.0,]tetracosan-7-yl}ethanimidic acid",457.38,8.797,,,,,,,,,,51697.98143467918,53949.4897208773,53630.56857444353,62180.8142744336,55601.39387439506,60603.30594117134,9673078.5830718,9538257.050692504,10069383.3192357,96072.49457778812,93542.02604815875,94950.54993405318,279101.2579110009,269162.7961487682,270483.56914023083
"2,6,6,10,14,17,17-heptamethyl-21,22-dioxahexacyclo[18.2.2.0,.0,.0,.0,]tetracos-23-ene-7,8-diol",459.3558,7.286,,,,,,,,,,573428.7449545842,608199.510237881,623854.2055075353,2504385.880224263,2709656.484028051,2719662.541747687,640691.4650649838,593011.9740898256,598010.8883451902,1178455.7156283883,1153722.9821533617,1166220.80621825,991661.9603295489,860551.8789790621,848897.3330913892
"15-(1-hydroxyethyl)-1,2,6,6,10,18-hexamethyl-14,23-dioxahexacyclo[11.8.1.1,.0,.0,.0,]tricosan-7-ol",461.35916,7.995,,,,,,,,,,293897.04267342057,286754.93592864036,297037.03009793913,272867.16294765787,317348.3909643787,323062.21118796343,506558.4802477741,471915.8313912816,475669.43166094413,325386.5626180217,255398.60596649535,320363.4558154831,472460.7115356254,452378.5706249436,446629.7477394309
Chrodrimanin K,463.17325,6.428,,,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,,,,,783583.1907242136,788979.4952286045,864353.1318471823,260002.4009519143,256319.05107204345,219786.83407604214,684760.5664131942,588801.9245216895,644006.086465116,310378.19126520754,316068.8386866705,315975.69104812195,288622.61017845804,245267.12437508744,226410.63644645453
"8Beta-O-Methyl-4'-Demethoxy-3',4'-Methylenedioxyrocaglaol",463.18222,6.662,,,Organoheterocyclic compounds,Benzofurans,Flavaglines,,,,,86688.87127598336,77634.89537797256,79475.93509604404,460315.97571993567,378875.99401707534,469329.98676298896,547475.2837473088,505779.2227719688,517768.7621807224,476566.8917117137,578841.0526107671,481329.8993775192,489605.65345876856,424458.67703503737,425767.3045061939
"25(R)-spirost-5-en-3beta,7beta,12beta,21-tetrol",463.30206,8.081,,,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",,,,,1680653.0880425712,1424471.2763470814,1852798.8096103477,3724903.3510001535,3761980.528258961,3327859.2847408843,1514301.2270957287,1402207.1691956837,1456037.989708587,2334269.786553711,1852412.9946819744,2255991.1437643142,1977568.2897130048,1923835.9581817607,2060758.042105235
"(4E,10E)-18-benzyl-7-hydroxy-6,8,15,16-tetramethyl-2,14-dioxa-19-azatetracyclo[10.8.0.01,17.013,15]icosa-4,10-diene-3,20-dione",466.25827,7.615,,,Organoheterocyclic compounds,Isoindoles and derivatives,Isoindolines,,,,,421633.4473825438,430583.54800695565,392977.45081050065,336040.8082787217,337165.0023965718,419059.7640247066,835918.9413585943,853552.3109969263,744803.5124444794,186859.31296973472,181600.85947338128,135760.72385688397,1770989.9014466521,1703590.2726089999,1870163.4769443478
"(1r,2s,7s,8r,9s)-12-hydroxy-11-isopropyl-2,6,6-trimethyl-15-(4-methylpent-3-en-1-yl)-10,13-dioxotetracyclo[7.4.4.0,.0,]heptadeca-11,15-diene-8-carbaldehyde",467.31433,8.871,,,,,,,,,,3448907.3336134492,4286267.472023209,4000146.4533633427,453237.7984557027,386628.6839803627,420358.9117639346,587375.5197207424,600285.7310982725,606258.3947809853,259014.44660447145,272034.55040379695,308768.0188917316,327531.4823014241,315616.28533468203,311295.529463894
"12a-(hydroxymethyl)-2,2,6a,6b,9,9-hexamethyl-10-oxo-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,12a,12b,13,14b-octadecahydropicene-4a-carboxylic acid",469.32767,4.474,,,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,3808574.822044214,4180223.798377867,3990223.597577921,1017295.7910215261,1060574.4961029033,1263995.978875571,4300917.168550101,4271727.778550565,4377306.3308993345,2481569.75336598,2550639.97561246,2345979.678021561,3070644.5799682825,3608239.987020915,3343583.3440108034
"(4as,6as,6br,8ar,12as,12bs,14bs)-12a-(hydroxymethyl)-2,2,6a,6b,9,9-hexamethyl-10-oxo-3,4,5,6,7,8,8a,11,12,12b,13,14b-dodecahydro-1h-picene-4a-carboxylic acid",471.345,8.415,,,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,819173.8908057297,742531.6291476694,761498.997746601,475026.12856138416,537130.0973497332,633599.1040888826,251449.21611033747,211274.97567699372,223557.17951266878,257455.21315436348,253411.30998781146,223075.857157825,113003.19730083454,118479.39766568165,122001.52293348381
Isatropolone C,473.14667,5.078,,,Organoheterocyclic compounds,Cycloheptapyrans,,,,,,474551.9193862773,465928.80904079584,490971.8050729269,639247.3432777736,665114.8907653945,557693.4769568318,631955.8826870818,479566.7980849641,550581.5518279538,563963.465758467,539647.764815938,531955.7520255953,509153.6017037117,665782.7959178291,614351.6421784594
"1-methyl-3a-({5-methyl-10-oxa-7-azaheptacyclo[12.6.2.0,.0,.0,.0,.0,]docos-15-en-15-yl}methyl)-2,3,7,7a-tetrahydroindol-6-one",475.32532,4.191,,,,,,,,,,11878621.447977785,11196651.983152224,11228177.93886999,11061627.234747678,11730908.857131407,12496407.718120916,12477429.774940545,11272650.138002954,10872044.627056496,11690388.601320518,10786337.698532576,12185185.98014691,11810929.815632025,11286199.320706341,9985878.283661636
Cyathinin D,479.26843,8.448,,,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,,,,,41780069.779491566,34865181.599962845,43977049.57054559,38218532.15655256,43700630.10103096,49203962.07241649,17099228.8027923,16870469.572232783,18573509.574974913,48932277.14060876,48359616.85490741,52214369.66448384,32717694.50485362,32709675.173677225,29869806.941469144
Kermadecin A,479.31281,9.106,,,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,,,,,1996840.3655531323,2303250.2265400966,2241221.6679067714,613429.2940522097,652037.5026098097,703377.3229379806,869457.5021547141,891656.4540942991,897749.0333509868,563487.5335219284,613634.0823035205,528371.035674551,1897149.800050673,1606054.8069216579,1747046.9520276682
(3beta)-3-hydroxyolean-12-en-28-oic acid,479.35019,8.927,HMDB0002364,C17148,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,161890.38941876375,179602.8822335409,201210.59654769534,334122.69196408585,347116.11816467525,412662.1932712389,339036.4710265485,339055.69837939966,353564.4481940519,187218.16992822327,159166.96517928728,187501.44149248942,473566.68709731137,516200.22420519515,523746.31899749354
"2-((4R)-4-((3R,5R,6S,7R,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid",480.27774,7.774,,,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",,,,,194732.29324491424,203342.8612350057,211543.59822008008,224241.14969182265,254823.01487324134,246063.94033493605,1174904.263863724,1102971.2409077205,1143840.2762285548,237154.42575873228,208127.73406347106,223135.54347779675,180443.35482470176,181083.7520028058,213449.57847249246
PE(0:0/18:1(9Z)),480.30917,7.429,,,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,,,,,1437213.6823988475,1736594.4222452033,1597173.411355949,1306575.6969136826,1224826.9466921012,1189591.5533942159,933084.7343513812,1051777.2290955414,1137267.1245530774,1366619.603852599,1210137.6858712193,1289648.917276181,1133088.8477090078,1115369.9069594406,1031554.4713315514
asprellol B,481.26126,3.973,,,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,,,,,328485.2670653041,385353.39972902933,379996.9261056664,682236.5690785431,675375.876402599,590609.7632188576,741071.9745819018,619395.2579266552,695100.951291443,458811.4324056435,474048.99809554353,495315.6487988127,886705.4791460513,758997.0524175466,779058.1502364019
"(2S,4S,7R,8S,9S,12R,13R,16R,19S,20R)-2,9,13,19-tetramethyl-7-(4-methyl-2-oxopent-3-en-1-yl)-5,17-dioxahexacyclo[10.10.0.0^{2,9}.0^{4,8}.0^{13,20}.0^{16,19}]docos-1(22)-ene-6,18-dione",481.29291,9.223,,,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones,,,,,1155076.5885721713,1135748.6608488779,1156526.404578951,1183779.5511069745,1588604.8329068648,1301873.4959861601,1310585.6101065078,1254546.2726697612,1088529.0632237308,1535676.3549723336,1507900.4466818734,1235113.7413457932,1266539.1888527768,1515824.8226738824,1403120.0264733406
PE(0:0/18:0),482.32431,8.013,HMDB0011129,,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,,,,,247437.69977686222,236798.11380874534,220701.23831439248,341727.5111029948,353480.48354202387,350473.0733549816,497798.1247184803,572756.7680231748,586543.771458345,426402.86260748125,378547.72994909954,406653.8532434189,57817.127651907715,68831.64245346093,61157.03693463135
Daphnetoxin,483.20001,5.964,,C09080,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,,,,,3817656.055819773,4396708.690966053,4055156.8342141756,11024.323115882979,10600.620799401957,10887.28047471507,16634.950771118976,15138.376943144847,19962.42066573617,44634.8627992487,38529.152679731444,34490.80580101984,33371.670827212,36050.9386158693,37556.81854691869
Hemsleyatine,483.30914,8.64,,,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,,,,,1364520.5486071385,1581730.8632652364,1226757.7741276247,188542.60006106365,184145.94257408555,213957.73226485084,157086.16514363166,146510.87597026746,154598.9978861009,216285.0930448909,190092.57474949106,220828.96410561795,258774.77707097612,267108.7331464012,251845.93408262244
Hispiduloside,485.11243,8.476,HMDB0302930,C17762,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,,,,,931891.5401786122,1001941.9251850207,839888.9465363672,1415086.2647481929,1571208.6585547084,1533406.1876970993,992159.4079694112,920339.1990730414,1073491.4703575473,1876339.1330942116,2250494.294976868,1852632.3609289196,1503192.919648951,1550358.1137109378,1585549.969640111
Cyclo-(L-Ile-L-Glu-L-Ile-L-Glu),485.26617,9.044,,,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",,,,,202854.37431855424,190265.76363711586,203564.43154432985,27000.90217525455,30534.011269466453,36652.965685279,2069289.4844158336,1999088.6202619595,1919435.9913222066,221418.5917043499,230110.5102910239,255589.75720462622,175.59061674293977,183.75205248765056,202.9265872694097
Lantanoic acid,485.32678,8.689,,,,,,,,,,2123092.4249421265,1977018.1541606805,2070793.3038971936,194763.0621976409,228780.68399081813,249954.82611154107,111812.63348158024,99677.46937957214,107600.14843884764,255043.86244813312,226827.07951352358,261896.26133834317,250909.68594714845,240390.77119973698,237863.5543531146
Fluvirucin B6,485.3588,9.153,,,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,,,,,186538.5899911188,169489.83582711348,181969.66668176767,84820.41875448752,103012.28308466113,85764.82859085138,330359.61849983514,348986.6678249848,371096.0060751799,58722.512266806516,65026.108491299485,66895.71074189401,150261.92564447995,141899.52466177024,173286.6002937498
"8-(3,3-dimethyloxiran-2-yl)-8-methoxy-4,6,12,17,17-pentamethyl-9-oxahexacyclo[11.9.0.0,.0,.0,.0,]docosan-18-one",485.35925,8.451,,,,,,,,,,389151.7495607387,403055.58593800577,478067.9093012555,1731081.5917434043,1946729.0795820036,1954925.6836745914,160284.03366296922,155270.3871745839,160323.4138624469,438883.68676047696,438713.9077453873,508290.0812941358,442300.38283869147,462603.5725745967,461538.6338867119
Kopsimaline A,487.17401,7.124,,,,,,,,,,12766342.846308563,12933026.871105231,14329102.162586208,1103031.329090027,1067570.2526028464,1145968.4893071267,2388825.954673623,2117384.2126124324,2368509.963713944,222464.0003717259,217777.47631339953,189806.89681487455,133472.18109471965,130144.13920773374,167766.4392975466
"11-heptadecyl-11h-5,10-dioxatetraphen-12-one",489.35663,7.621,,,Phenylpropanoids and polyketides,Flavonoids,Pyranoflavonoids,,,,,1654862.3019452598,1762697.8549988486,2358976.947055892,2833395.6270601973,3012326.7818132374,3400021.400126566,3245429.02815062,2957365.515138171,3111001.685711208,2520783.048103638,2663794.3560843333,2712289.790812028,2617997.581212147,2559391.8315730914,2823575.1902147615
Ent-paeciloketal A,491.31516,9.015,,,Benzenoids,Benzene and substituted derivatives,Butyrophenones,,,,,1533524.4552725535,1610846.803017138,1443492.099710309,547725.9330968626,445762.7061737405,466100.68572939705,171782.12919095808,179217.42519125168,177391.0756177902,207961.75534905063,155625.6093929614,179787.48855798805,165115.6401096808,175157.0367714322,157106.19231888704
Huptremule D,493.31436,7.655,,,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives,,,,,7794100.055558572,6394539.24194031,6317101.852501118,7584351.287764567,8802750.99948559,8763062.852749845,10525604.99817958,9292001.90085572,10143087.907964699,9369053.86516636,10749549.320705455,9683476.308128182,9402003.62265439,9326284.920055674,8658373.495289939
glycyrrhetic acid,493.3309,9.03,HMDB0011628,C02283,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,2845575.136630596,2690434.712052465,2894335.022316938,2644481.129691972,2371930.3406044655,2341417.7017035633,284846.53276518226,230118.92373864545,224334.62289617214,226640.87887731454,174851.7786334231,210601.23228926244,566610.3173000435,518276.73062845407,506646.3132715023
"(1s,2s,5s,8r,9s,11s,13r,15r,16s,19s)-5,19-bis(furan-3-yl)-1,2,8,16-tetramethyl-12-thia-4,20-diazapentacyclo[11.8.0.0,.0,.0,]henicosane",495.29999,8.786,,,,,,,,,,265256185.86460394,270306217.10177666,270612510.63361937,235783882.67744344,278490333.01145154,286840072.61110497,333872372.65885204,324449171.0049586,352217206.6361893,113145986.27270503,117770445.89243571,105489871.0348593,319911157.80885303,292988648.2810887,322039331.21005833
Anemosapogenin,495.34299,8.683,,,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,5872900.641099023,5529316.4357398935,6293826.775161082,17291463.908565298,17202371.544214703,18864255.59722,4072639.374588882,3504274.029545059,3084312.6198660596,120051.82471079321,111678.98532538195,128422.0909638249,976481.4035519036,1009740.6538413491,1214075.3666067473
auricularine,495.34326,8.9,,C09043,Organoheterocyclic compounds,Indoles and derivatives,Pyrroloindoles,,,,,7404562.0020214245,7035487.720800333,7448741.371178244,8158901.215475365,8774548.34499359,8670612.11453104,4054015.5684648156,3649362.709957718,3701874.325577467,220330.4238589467,168336.03800949513,180263.97393155814,1057953.1701676212,1188039.5613805258,1113162.873451853
PC(16:0/0:0),496.35074,7.523,HMDB0010382,C04230,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,,,,,614403.8819596494,764644.6868515294,638630.5242888213,589388.0925141893,761519.4828384218,668646.6707473889,359167.99747057894,350738.49296720035,388079.16536222066,334304.6914747895,396401.6326432103,406504.766382,338740.081482237,336517.48463458323,382880.55308317975
Soyasapogenol A,497.36078,8.572,HMDB0034505,C17419,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,435583.5020641428,531179.4172465124,557721.9910893448,548908.6396688704,591986.2931396479,576950.7247914819,353383.1039266117,366433.2867836582,316628.0993897302,134733.07768660772,120128.94801875645,125812.67829463589,129003.20345178644,143193.14296718297,139365.22238103065
taurohyocholic acid,498.28757,9.172,HMDB0011637,C15516,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",,,,,507001.850221766,604479.1432751174,529332.0735031165,359915.5299779071,388328.3541061559,439542.4100159371,1022556.4376241345,1113145.1722202501,1138071.6011556156,1279338.381487298,1259735.0486746558,1200236.2228380458,107188.20781734322,113163.68842885827,113356.95305379854
"(1r,2r,3as,3bs,7s,9ar,9bs,11as)-7-(acetyloxy)-9a,11a-dimethyl-1-[(1s)-1-[(5s)-5-methyl-3,4,5,6-tetrahydropyridin-2-yl]ethyl]-1h,2h,3h,3ah,3bh,4h,6h,7h,8h,9h,9bh,10h,11h-cyclopenta[a]phenanthren-2-yl acetate",498.36441,6.418,,,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal alkaloids,,,,,2415930.8716804474,2453048.4400794967,2985123.621240056,173979.90246895596,156434.03079266776,175535.31913837622,76527.27899652247,66588.15081267119,81908.8776008063,83317.84364971152,76052.69483319693,87689.36355709154,89919.51754771668,104712.91900282592,93865.40633945732
"(1s,9r,10s,12r,15r,16r)-12,14,14,19-tetramethyl-16-{3-[2-(methylamino)ethyl]-1h-indol-2-yl}-8,19-diazapentacyclo[7.7.3.0,.0,.0,]nonadeca-2,4,6-trien-12-ol",499.34024,9.222,,,,,,,,,,1966902.332684536,1594462.16552065,1571556.2447948137,792400.2863952568,636321.9740982336,684637.8222065096,905966.4895105282,846549.8024048592,856098.7529846119,491791.19282025116,484085.32041891327,537831.2043608357,305208.07575050823,303682.42612173536,414257.39032775635
panaxatriol,499.37405,3.477,HMDB0038244,,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,393916.9236348589,389887.538166913,386732.3962982283,140143.0293836456,133019.86425246453,140754.10116388986,424066.8910119205,364364.4841784225,490788.4380096569,322712.5780078478,321733.21130391344,387621.23278823873,262536.0178906216,284103.32726547203,278741.53874390636
Pyrrospirone H,504.31012,6.721,,,Phenylpropanoids and polyketides,Macrolactams,,,,,,77312.97693332667,82106.61467810674,85772.65526856658,1050607.7961313548,936423.2899644997,1027770.6949041454,817252.5501839031,812548.1037507239,904923.0370653728,1848931.1633249954,1352595.210081641,1580685.3245933638,855009.4614002068,835846.1818003356,820937.0188994572
Brahucin B,505.36508,8.673,,,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,283049.11734704045,287126.4225908421,333508.40366211743,3094897.2648459203,3122955.7389716227,3114305.9851824576,520252.03202024667,537583.7408451758,523380.9768345775,408892.1427495228,439000.8385900673,375369.1065604098,340913.4143121952,368425.9324485358,368351.22023926926
Isoamoritin,507.26984,8.265,,,,,,,,,,79270710.42561136,75384532.06639467,91922895.48799393,166642190.0688316,169635157.02561453,218735270.3055539,130307575.85814537,114739786.16798513,116073947.97386949,193452464.32551757,184022062.3884283,219893921.8860541,163487915.09335378,173898795.59474033,203696158.8119059
6Beta-Cinnamoyloxy-7Beta-Acetoxyvouacapen-5Alpha-Ol,507.27087,8.181,,,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,,,,,6464636.180796536,6161163.842330878,7754713.299872586,7579366.979509808,7129337.2117105,7082509.94077969,11290632.93801229,10656926.27918205,10606548.922805661,9674294.532953793,9169585.795364413,8106576.672681787,5273755.863681057,5597033.790916376,5285712.403402566
Iriomoteolides-1B,507.30765,8.161,,,Phenylpropanoids and polyketides,Macrolides and analogues,,,,,,2536618.7003466883,2566754.537644573,3000276.0820087385,1433447.1379933998,1356366.4982703766,1658758.566736224,1066925.9060681388,984549.1816057154,911323.3631261459,753821.805314939,791589.4326534427,767719.1003316176,775254.8775829738,797930.8395433108,833417.2285737152
Vielanin A,507.30795,8.679,,,,,,,,,,4527777.262506171,5003790.842397131,5282344.982096697,296967.7086085057,302182.3092221288,328301.45396936557,125395.09582322897,126196.4012160308,112809.50176074023,200043.7095391801,164641.91221298225,159415.91964783764,211895.35294112793,192667.34390303463,201419.03765583743
Communesin B,509.29529,8.49,,,Organoheterocyclic compounds,Indoles and derivatives,Pyridoindoles,,,,,315863.1760268242,260232.60558432236,285396.9944888534,364449.5243112618,351307.0986812757,332579.3673074626,597352.4461215411,568088.2238845798,611185.7830938789,104580.16435521614,107479.33966113895,114976.11168364495,71834.27369030593,84342.5324971646,88849.98373252946
Quillaic acid,509.31818,8.61,,C08972,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,12792773.261048878,13632106.433168067,14477779.885783054,20804613.233027022,21488674.75407433,18953254.522898644,15178471.403564362,13740960.316694852,15040333.699740792,23754492.021973092,22860861.507356334,24031356.58067058,9110456.487159818,10093874.805590909,8041308.374249273
Paecilospirone,509.32333,8.975,,,Benzenoids,Benzene and substituted derivatives,Butyrophenones,,,,,1529033.2014225859,1286872.2206220771,1641290.5329553373,176554.296728313,202709.54952400428,243480.29284768272,236260.41398373112,247503.20907562625,211498.6247406425,242574.57752999032,224993.8464748992,196470.62779511046,189858.48138772498,172921.45831728049,191475.34269499456
Ajugasalicigenin,509.34341,8.896,,,,,,,,,,2179.5353112490575,1833.7730030859573,2208.8194286649855,82477.37048311449,70405.94723337615,78839.72695350941,2527961.4686015197,2434972.8179554637,2146056.660443017,7411.672061852327,7783.3284037611475,6499.264919386528,5486.918862079344,5805.461364660286,6653.218148260369
Kurzichalcolactone B,511.20822,8.193,,,,,,,,,,8101572.605251351,8218582.250531635,8517091.81621701,9322525.110842656,10442172.57732144,11559760.641835906,16485513.414469618,15917633.26778085,14830516.547749529,20876548.32967388,18550953.725479487,18122621.59484664,10514176.306194648,9782260.155859204,10156282.737946149
Alisol F,511.34018,8.825,,,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,7898093.364555237,7972797.035908125,8459147.30353664,1961606.1319865086,2052265.6269889725,1826484.8100245195,158025.0273692303,160054.7085146183,170622.90291615133,388994.4381587144,334043.4885455793,373193.5966957064,764299.3027634723,764342.8142263998,862652.9492101278
Penochalasin D,512.29205,8.9,,,Phenylpropanoids and polyketides,Macrolactams,,,,,,377323.37673500704,338668.9478959231,412105.70186907006,44734.4092308095,49972.900512272674,45868.66347691783,1013234.3371882618,1038329.1013902049,1072669.1234215335,329297.28583409364,321485.09634564613,316716.1073202604,257774.82444308785,224270.66091366365,228097.31834324848
Lucidenic acid D,515.26276,6.849,HMDB0036435,,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,262118.88385376596,259704.63629406967,276858.1449521643,146933.1444950384,166072.749655739,157878.73094922258,118236.4117467861,107447.57680600388,109627.58974721003,464981.1390590814,408770.41875015834,377498.02689076023,227889.54396971446,207647.7707017338,222192.16382855183
"2-hydroxy-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}propyl (9Z,12Z,15Z)-octadeca-9,12,15-trienoate",515.31201,9.113,,,Lipids and lipid-like molecules,Glycerolipids,Glycosylglycerols,,,,,12698106.19496924,11085148.261650387,13971559.27338037,1936397.133862373,1975229.8672210423,2165233.5569165847,173389.0507075218,182953.1613575293,221888.02813494887,4462237.665644779,4395142.2234010445,4049527.241954178,205951.39711626366,215738.27477655743,233486.21740717895
"(2s,3s)-1-[(3s,7s,10s,13e)-10-[(2s)-butan-2-yl]-8,11-dihydroxy-16-methoxy-2-oxa-6,9,12-triazatricyclo[13.3.1.0,]nonadeca-1(18),8,11,13,15(19),16-hexaen-6-yl]-2-(dimethylamino)-3-methylpentan-1-one",515.31812,7.766,,,,,,,,,,1047689.7398120041,1071621.5528766222,1209286.822311374,1763552.0182629877,1871614.803181937,2010465.2795550763,2347059.3006609767,2161255.200296053,1958371.9040429688,1937833.5009136011,1916565.5629814826,1975582.1311049168,1790397.0510658666,1919861.919348732,2092979.7715854025
Salignarine A,517.37122,8.366,,,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,,,,,3611808.965010915,3365436.7841477366,3503285.7448413484,1291538.8697653266,1413975.9498651314,1382606.702369542,1189873.1355689608,1023442.5622917422,1092808.8471392968,2476001.758938261,2061667.1676983165,2072806.998363423,1713227.0938165297,1783153.99877645,1699232.8344070192
Venturamide B,519.14691,5.103,,,Phenylpropanoids and polyketides,Macrolactams,,,,,,2006087.3908253696,1810320.389704326,1769632.8844703042,635154.5308776428,756052.40135966,830052.848162697,1968710.516154999,1822061.9243366,2066457.0375084006,2229574.017767664,1994246.1403704826,1883850.8678618534,1890000.0160734889,2087653.3019441573,1905073.9129823542
