"node","module","degree","betweenness","is_hub"
"2-[(2r,4as)-4a,8-dimethyl-7-oxo-1,2,3,4,5,6-hexahydronaphthalen-2-yl]prop-2-enal","5",110,3555.16666666667,FALSE
"2-keto tridecanoic acid","4",71,4231.83333333333,FALSE
"3-hydroxy-3,5,5-trimethyl-7-(propan-2-yl)-2,3,4,5-tetrahydro-1H-inden-1-one","3",134,1693,FALSE
"7,17-diazatetracyclo[8.7.0.0,.0,]heptadeca-1(10),3,5,11,13,15-hexaen-2-one","1",57,272.5,FALSE
"(1's,3r,4'r,5s,6'r)-5-(furan-3-yl)-6'-methyl-3'-oxaspiro[oxolane-3,7'-tricyclo[6.3.1.0,]dodecan]-8'(12')-ene-2,2'-dione","13",1,0,FALSE
"Curcumenol","5",50,1554,FALSE
"13Z-Hexadecen-11-yn-1-ol","6",36,206,FALSE
"7-Formyl-3-Methoxy-5-Methylindanone","2",77,1549,FALSE
"9-methyl-3-oxa-9-azatricyclo[3.3.1.0,]nonan-7-yl (2e)-2-methylbut-2-enoate","1",73,729,FALSE
"(1s,7ar)-1-{[(2z)-2-methylbut-2-enoyl]oxy}-7-methylidene-hexahydropyrrolizin-4-ium-4-olate","2",37,442.5,FALSE
"(3s)-4-hydroxy-6-methyl-2-(3-methylbutanoyl)-1-oxa-5-azaspiro[2.5]octa-4,6-dien-8-one","3",63,1595,FALSE
"7-Ethyl-3,11-dimethyl-1,3Z,6E,10E-tridecatetraene","1",77,2546.5,FALSE
"Pyrenocine K","2",117,3587,FALSE
"Penicimumide","6",3,0,FALSE
"hexadeca-7,10,13-trienal","6",45,539.916666666667,FALSE
"(+)-Costunolide","1",136,3532.5,FALSE
"2,4,6-Trihydroxy-3-(3,3-Dimethylallyl)Acetophenone","2",88,3669,FALSE
"7Z,11E-Hexadecadienal","6",24,185,FALSE
"n-(2-methylbutyl)deca-2,4-dienimidic acid","5",61,29,FALSE
"Thespone","6",78,4339.5,FALSE
"N,N-Dimethyldodecylamine","2",70,1015.5,FALSE
"15-Hydroxy-14-aldehyde probotryan-4(5)-ene","2",91,1650,FALSE
"12,13-Dimethyl-5,14-dioxabicyclo[9.2.1]-tetradeca-1(13),11-dien-4-one","2",115,1546.5,FALSE
"METHYL GALACTOSIDE","4",2,0,FALSE
"LUMICHROME","2",134,1744.83333333333,FALSE
"(4E,6E,d14:2) sphingosine","2",94,2821.5,FALSE
"1-Hexadecanamine","2",48,296.5,FALSE
"PHENETHYLAMINE","2",93,1595,FALSE
"N-lauroylethanolamine","2",147,1775.16666666667,FALSE
"5,8-dihydroxy-1-methylnaphtho[2,3-c]furan-4,9-dione","5",89,1017.5,FALSE
"2-({[(2-hydroxyphenyl)methyl]imino}methyl)phenol","4",43,1206,FALSE
"4-Methoxycephalospolide G","5",2,0,FALSE
"3-hydroxy-8a-methyl-3-(prop-1-en-2-yl)-1,2,3,3a,4,5,8,8a-octahydroazulene-6-carbaldehyde","3",143,3120.5,FALSE
"(1s,2s,3s,6r,7r,8z)-8-(1-hydroxypropan-2-ylidene)-1,3-dimethyltricyclo[4.4.0.0,]decan-3-ol","7",99,1409.5,FALSE
"Cycloclavine","1",159,3285.5,FALSE
"Ncgc00385962-01_C16H24O3_","2",16,0,FALSE
"Benzoyl Tropine","2",139,4137.5,FALSE
"Smyrnicordi-8-enolide","4",44,55,FALSE
"5,6,8-Trimethoxy-3-Methylisocoumarin","5",87,2268,FALSE
"3,4-dihydroxy-2-methyl-7-propyl-3,4-dihydro-2H-pyrano[3,2-c]pyran-5-one","1",58,373,FALSE
"4-{5-hydroxy-2-methyl-2-azabicyclo[2.2.2]octan-5-yl}-3-methylbutanoic acid","1",115,4416.5,FALSE
"5-hydroxy-3,6,10-trimethyl-3h,3ah,4h,5h,8h,9h,11ah-cyclodeca[b]furan-2-one","1",160,1761,FALSE
"Dihydromultiflorine","1",55,1363,FALSE
"(1r,2r,3s,6s)-3-isopropyl-6-methyl-7-oxabicyclo[4.1.0]heptan-2-yl acetate","1",52,744,FALSE
"2-(7-hydroxy-6-methyloctyl)-2H-furan-5-one","2",75,623.5,FALSE
"Bacillamidin F","6",105,2769,FALSE
"epi-4'-hydroxyjasmonic acid","7",41,1184,FALSE
"Lauryldimethylamine Oxide","7",12,84,FALSE
"(2E,4E)-N-(2-methylpropyl)dodeca-2,4-dienamide","6",83,1059,FALSE
"p-dicyclohexylbenzene","1",37,406,FALSE
"2-Deoxyadenosine","1",154,2301,FALSE
"Hypofuran B","5",123,2267.33333333333,FALSE
"5,9-dimethyl-14-methylidene-3,12-dioxatricyclo[9.3.0.0,]tetradec-8-en-13-one","2",87,4314,FALSE
"(1s,4s,7s,8r,11s,12r,13s)-13-isopropyl-12-methyl-10-oxa-2-azatetracyclo[5.4.1.1,.0,]tridecan-9-one","2",49,219,FALSE
"Tabernine B","2",75,195,FALSE
"[3aR-(3aalpha,4aalpha,6beta,8abeta,9aalpha)]-3a,4,4a,5,6,8a,9,9a-Octahydro-6-hydroxy-8a-methyl-3,5-bis(methylene)naphtho[2,3-b]furan-2(3H)-one","7",124,790.166666666667,FALSE
"Stellarine A","1",129,1245.5,FALSE
"5,7-dihydroxy-3-phenyl-4H-chromen-4-one","1",164,4635,FALSE
"14Z-hexadecenoic acid","2",95,1410,FALSE
"Albonoursin","1",165,1928,FALSE
"Undeca-2E,7Z,9E-trienoic acid isobutylamide","5",14,22,FALSE
"Globiferane","5",73,943,FALSE
"6-hydroxy-2-[(1e)-2-methanesulfinylethenyl]chromen-4-one","5",3,0,FALSE
"Di-O-methylfraxetin","3",146,2199.5,FALSE
"1,4-diaza-2,5-dioxo-3-isobutylbicyclo[4.3.0]nonane","5",4,0,FALSE
"(1r,4z,9r)-4-(methoxymethyl)-11,11-dimethyl-8-methylidenebicyclo[7.2.0]undec-4-en-3-one","6",36,377,FALSE
"3-hydroxy-7-methoxy-5-methyl-8-(propan-2-yl)naphthalene-2-carbaldehyde","5",66,226,FALSE
"Manaoic acid","1",124,2643,FALSE
"Fusaricate I","1",106,3742,FALSE
"9-azatetracyclo[7.6.1.0,.0,]hexadeca-2,4,6-triene","4",34,1,FALSE
"2-(ethylamino)-2-(thiophen-2-yl)cyclohexan-1-one","1",21,136,FALSE
"(1s,2r,3r,5r,8r)-8-[(1e,3r)-3-hydroxybut-1-en-1-yl]-1,5-dimethyl-6-oxabicyclo[3.2.1]octane-2,3-diol","4",20,0,FALSE
"5Athq-9I","1",80,822,FALSE
"9-(3,5-dimethylfuran-2-yl)-nonanoic acid","2",118,2555.5,FALSE
"3,7-dihydroxy-8-methyl-8-azabicyclo[3.2.1]octan-6-yl 2-methylbutanoate","2",131,1604.83333333333,FALSE
"(2s)-2,7-dimethyl-2-(4-methylpent-3-en-1-yl)chromen-5-ol","5",104,2692.5,FALSE
"2-(4-oxoquinazolin-3(4H)-yl)ethyl isobutyrate","2",152,2627.83333333333,FALSE
"Palmitoleamide","6",26,472.5,FALSE
"11-(2-cyclopenten-1-yl)-9Z-undecenoic acid","2",89,2925.83333333333,FALSE
"3-(1h-indol-3-ylmethyl)-1-methylindole","2",133,1556.5,FALSE
"Bagremycin E","2",68,833.5,FALSE
"Phomolide H","5",30,567,FALSE
"8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid","6",66,77.5,FALSE
"n-(2-methylpropyl)decanimidic acid","6",36,63,FALSE
"11,13-Dehydrodesacetylmatricarin","4",79,3401.5,FALSE
"Andrachamine","7",97,1190,FALSE
"(1s,9s,12r,14s)-5,9,13,13-tetramethyl-8-oxatetracyclo[7.4.1.0,.0,]tetradeca-2,4,6-trien-3-ol","3",104,3570,FALSE
"(S)-7-((3R,5S,7Ar)-5-Methyl-Hexahydro-Pyrrolizin-3-Yl)-Heptan-2-Ol","3",84,3778.5,FALSE
"(1R,4S,5R,7S,9As)-4-Furan-3-Yl-1,7-Dimethyl-Octahydro-Quinolizine 5-Oxide","3",61,1052,FALSE
"Marinoquinoline H","3",137,484.5,FALSE
"elaiomycin h","5",111,2090.5,FALSE
"Cernuine","3",86,1159,FALSE
"(2z)-6-methylidene-2-(4-methylpent-3-en-1-yl)octa-2,7-dien-1-yl acetate","7",107,3138.5,FALSE
"Oxazolidinone","2",90,1782,FALSE
"(9S)-9-Hydroxy-9-[3-(hydroxymethyl)oxiranyl]-7-nonene-4-one","4",7,0,FALSE
"3-Phenylacetoxynortropane","2",137,2074.5,FALSE
"(1S,2R,9R,10S,12S)-12-hydroxy-7,15-diazatetracyclo[7.7.1.0^{2,7}.0^{10,15}]heptadecan-6-one","2",102,2715,FALSE
"N,N'-diisobutylurea","6",5,462,FALSE
"pyreudione a","1",78,1758,FALSE
"Jerantinine H","5",1,0,FALSE
"Lycoposerramine K","5",77,1051.5,FALSE
"4-oxo-2E,15-hexadecendioic acid","1",112,4037.5,FALSE
"Marinoquinoline C","1",167,2157,FALSE
"Deoxyguanosine","1",156,2479.66666666667,FALSE
"4'-METHOXYFLAVONE","7",80,3418,FALSE
"Isoindigo","7",89,5940.5,FALSE
"Fusarester C","7",121,4307.5,FALSE
"(R)-7-((3R,5S,7Ar)-5-Propyl-Hexahydro-Pyrrolizin-3-Yl)-Heptan-2-Ol","7",107,1810,FALSE
"(3R)-10,12-dihydroxy-3-methyl-3,4,5,6,7,8-hexahydro-2-benzoxecin-1-one","4",57,751.5,FALSE
"2-heptyl-3,6-dihydroxy-4-methoxybenzaldehyde","2",98,653.5,FALSE
"6-hydroxy-13-methoxy-2-oxatetracyclo[6.6.2.0,.0,]hexadeca-1(15),4(16),5,7,11,13-hexaen-3-one","7",90,3281.66666666667,FALSE
"13-hydroxyhexadeca-9,11-dienoic acid","7",52,883,FALSE
"Dendrobine","5",111,1740.5,FALSE
"Brasilamide L","2",15,1,FALSE
"Adenosine","1",171,3635.83333333333,TRUE
"1-oxacyclooctadeca-3,5-dien-2-one","3",130,802.5,FALSE
"illihenryifunone C","2",117,1424.5,FALSE
"(2r,3s,4s,5r,6r)-2-(hydroxymethyl)-6-{[(1r,4s,10s,11s,13r)-11,13,15-trihydroxy-5,5,9-trimethyl-14-methylidenetetracyclo[11.2.1.0,.0,]hexadecan-6-yl]oxy}oxane-3,4,5-triol","4",9,0,FALSE
"()-phenylethyl-8-O--L-rhamnopyranoside","4",69,2871.5,FALSE
"2,4-dimethylhexanedioic acid","2",3,424,FALSE
"Bacillamidin G","1",86,455,FALSE
"(1s,2s,5s,6r,7r,9r,10s)-10-hydroxy-1,2,5,7,9-pentamethyl-3,11,12-trioxatricyclo[5.3.1.1,]dodecan-4-one","3",91,2862,FALSE
"2-(8-hydroxy-4a,8-dimethyl-1,2,3,4,5,6,7,8a-octahydronaphthalen-2-yl)prop-2-enoic acid","2",78,775,FALSE
"8-keto palmitic acid","2",101,2249,FALSE
"3-(2-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-ol","3",94,2223,FALSE
"9-oxo-7E-hexadecenoic acid","1",142,3355.83333333333,FALSE
"(+)-Isojuvabiol","7",121,2305.5,FALSE
"Madolin L","2",67,266,FALSE
"5Athq-10A","3",76,1508,FALSE
"Vaccinol J","3",133,2559.5,FALSE
"[4aS-(4aalpha,8beta,8abeta)]-4,4a,7,8,8a,9-Hexahydro-3,5,8a-trimethylnaphtho[2,3-b]furan-8-ol acetate","3",147,2094.33333333333,FALSE
"(E)-5-hydroxy-3-isobutyl-6-(3-methylbenzylidene)-1,6-dihydropyrazin-2(3H)-one","2",136,8064.83333333333,FALSE
"Dcneo","2",102,1537,FALSE
"Homatropine","2",112,1391.5,FALSE
"Ixoric acid","2",143,2318,FALSE
"1-acetyl-4,7-dimethyl-octahydro-1h-naphthalen-2-one","1",11,94,FALSE
"Cyclo(S-Phe-S-Gln)","3",137,967.5,FALSE
"7-(14-hydroxypropan-13-yl)-8-isobutyl-7,8-dihydrobenzo[c]oxepin-1(3H)-one","1",162,2521.66666666667,FALSE
"5,12-octadecadiynoic acid","2",143,4076,FALSE
"Obscuraminol A","1",3,0,FALSE
"11-phenyl-7E-undecenoic acid","2",53,938.5,FALSE
"(1r,2r,13r,15r)-11-hydroxy-15-methyl-6-azatetracyclo[8.6.0.0,.0,]hexadec-10-en-12-one","2",85,1267,FALSE
"Caerulomycin I","5",64,1096.5,FALSE
"(E)-8-(1-(hydroxyimino)ethyl)-4,9-dimethyl-2H-furo[2,3-h]chromen-2-one","4",57,2674,FALSE
"11alpha-Hydroxyphlegmariurine B","6",98,1271,FALSE
"5-butyl-3-methyl-7H-furo[3,2-g]chromen-7-one","3",169,3892.83333333333,FALSE
"6,12,12-trimethyltricyclo[9.4.0.0,]pentadeca-1,3(8),4,6-tetraene-5,13-diol","7",98,1464.5,FALSE
"Streptoaminal-8N","1",170,2513.16666666667,FALSE
"Linoleamide","2",115,548.5,FALSE
"Mollugin","7",100,1192,FALSE
"(2e)-3-(4-hydroxyphenyl)prop-2-en-1-yl 3-phenylprop-2-enoate","5",68,549,FALSE
"ELAIDIC ACID","5",105,1365.5,FALSE
"Monomarginine","3",59,1057.5,FALSE
"Marinoquinoline E","3",138,1209.5,FALSE
"Sakuranetin","1",169,2566.5,FALSE
"Lobscurinol","2",68,185.5,FALSE
"Lycocernuine","1",64,102,FALSE
"Tetracentronsine","1",141,1616.5,FALSE
"(2S,3S,4R)-2-aminohexadecane-1,3,4-triol","7",74,1232,FALSE
"6-hydroxy-5-methyl-3-(prop-1-en-2-yl)-1,2,3,4-tetrahydronaphthalen-1-one","1",23,87,FALSE
"3Z,9Z-Octadecadienoic acid","1",63,21,FALSE
"2-hydroxyestradiol","3",144,1692.16666666667,FALSE
"Isotrichodermin","3",155,6486.66666666667,FALSE
"(4-aminobutyl)[3-({4-[(4-aminobutyl)amino]butyl}amino)propyl]amine","7",97,1018,FALSE
"Ethylphosphonic acid","14",1,0,FALSE
"17-Octadecenal","5",35,1875,FALSE
"7,15-diazatetracyclo[7.7.1.0,.0,]heptadecan-8-ylmethanol","4",10,0,FALSE
"Arachidonyl alcohol","1",76,493,FALSE
"Oleamide","6",46,236.5,FALSE
"Lanyuamide Ii","6",17,42,FALSE
"8-[3-oxo-2-[(E)-pent-2-enyl]cyclopenten-1-yl]octanoic acid","6",76,1206,FALSE
"12-keto-8E,10E-octadecadienoic acid","3",59,815.5,FALSE
"Asperpyridone A","1",79,11,FALSE
"Annullatin D","1",114,2989,FALSE
"9-KOT","3",143,1342.5,FALSE
"Strobamine","5",53,529.5,FALSE
"Palhinine A","1",103,4461.5,FALSE
"Dyclocaine","2",63,983.833333333333,FALSE
"2-hydroxy-4-isopropyl-7,8-dimethoxy-6-methylnaphthalene-1-carbaldehyde","5",79,1542.5,FALSE
"juncuenin C","1",104,6472.5,FALSE
"5'-Deoxy-5'-methylthioadenosine","1",137,622,FALSE
"Diaporphasine A","2",97,1113,FALSE
"Hexadecanoic Acid Propylamide","6",46,383,FALSE
"D-sphingosine","7",21,148,FALSE
"Brasilamide C","5",72,1453.5,FALSE
"Ether","5",113,1713.83333333333,FALSE
"Coumestrol dimethyl ether","6",81,1187.5,FALSE
"Triptobenzene D","5",41,18,FALSE
"2R-hydroxy-oleic acid","6",95,2439,FALSE
"1-Acetoxy-3,15-epoxygymnomitrane","2",131,836.5,FALSE
"Haplophydine","2",93,786.5,FALSE
"Tri-N-butyl phosphate","6",13,3333,FALSE
"10-methoxy-8-oxapentacyclo[10.6.2.0,.0,.0,]icosa-1(18),2(7),3,5,9(19),10,12(20),14,16-nonaen-13-one","5",51,64,FALSE
"Trachelanthine","2",103,787,FALSE
"Preussin B","7",37,485,FALSE
"Artepillin","7",67,1513.33333333333,FALSE
"Octinoxate","2",108,3329,FALSE
"(13s)-4-isopropyl-7,11-dimethyl-14-oxabicyclo[11.2.1]hexadeca-1(16),4,6,10-tetraen-15-one","5",123,6315.5,FALSE
"(4E,8E,d18:2) sphingosine","6",8,0,FALSE
"SPHINGANINE","6",22,482,FALSE
"heliocurassavicine n-oxyde","2",97,4150,FALSE
"(5R)-trans-1,7-diphenyl-5-hydroxy-6-hepten-3-one","2",80,1512,FALSE
"Preussin C","6",66,511.5,FALSE
"(2R,3S,4S,5E,7S)-2-heptyl-3,4,7-trihydroxy-2,3,4,7,8,9-hexahydrooxecin-10-one","5",98,2365,FALSE
"Tsugafolin","1",162,1842.5,FALSE
"9,9-dimethyl-3,8,20-trioxapentacyclo[11.7.0.0,.0,.0,]icosa-1,4,6,10,12,14,16,18-octaen-18-ol","1",91,307,FALSE
"3-ketosphingosine","1",80,779,FALSE
"14,15-Didehydro-3-oxorhazinilam","1",158,2839.5,FALSE
"17-hydroxylated guignardone A","1",163,1058,FALSE
"2',8-dihydroxy-4,5-dimethyl-3-thia-5,7-diazaspiro[bicyclo[2.2.2]octane-2,3'-indol]-7-en-6-one","4",73,1967,FALSE
"Methylisatoid","7",80,4605.83333333333,FALSE
"Toddalolactone","7",101,2296.5,FALSE
"2-carene-8-acetamide","6",1,0,FALSE
"trans-11-icosenamide","7",81,2627.5,FALSE
"(1r,2s,3s,5s)-2-hydroxy-3-{[(2r,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-6-oxabicyclo[3.1.0]hexane-3-carbonitrile","5",114,3899.83333333333,FALSE
"Anhydropisatin","3",91,1560.5,FALSE
"t17:0 phytosphingosine","2",130,2232.5,FALSE
"Linoleyl hydroxamic acid","3",18,0,FALSE
"(2e,4e)-n-(2-methylpropyl)hexadeca-2,4-dienimidic acid","1",153,1888.5,FALSE
"(6aR,11aS)-(3,4:8,9)-Bis(methylenedioxy)pterocarpan","3",136,2165,FALSE
"Nodulisporiviridin C","3",165,2382,FALSE
"2E-Octadecenal","1",5,0,FALSE
"Iromycin M","2",21,3,FALSE
"5,6-dimethoxy-2-(2-methoxyphenyl)chromen-4-one","2",79,520.5,FALSE
"[6]-Gingerol","4",65,2297,FALSE
"Thelepogine","3",70,3492,FALSE
"5,7,4'-Trimethoxy-4-Phenylcoumarin","3",126,540,FALSE
"5-Hydroxy-2-pyrrolidinone","2",1,0,FALSE
"6-formylsalicylic acid","1",1,0,FALSE
"Chalcone","1",6,0,FALSE
"Triethylcitrate","1",18,5,FALSE
"N-(2E,4E-dodecadienoyl)-homoserine lactone","2",85,1488.5,FALSE
"Moupinamide","4",70,1614.66666666667,FALSE
"Lauroyl diethanolamide","2",94,585.5,FALSE
"[R-(E,E)]-13,14-Dihydroxy-6,10,14-trimethyl-5,9-pentadecadien-2-one","2",86,1785,FALSE
"11-hydroxy-15-methyl-6-azapentacyclo[8.6.0.0,.0,.0,]hexadecan-8-yl acetate","2",73,1049.5,FALSE
"(1s,2r,3r,5s,9s,10s,11s,12s,13r)-2,3,11,12-tetrahydroxy-2,11-dimethyl-6-methylidene-8,14-dioxatetracyclo[8.4.0.0,.0,]tetradecan-7-one","2",65,2017,FALSE
"Enigmol","7",20,139,FALSE
"5-(1,2,4a,5-tetramethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl)-3-methylpentanoic acid","2",74,2802.5,FALSE
"N-hydroxy arachidonoyl amine","7",51,1864,FALSE
"(4aS,7R)-7-ethenyl-4b,10-dihydroxy-1,1,4a,7-tetramethyl-3,4,5,6-tetrahydro-2H-phenanthren-9-one","4",59,4861.5,FALSE
"Pseudohygrophorone A(12)","2",88,3401.16666666667,FALSE
"(2s)-12-[(2r,5s,6s)-5-hydroxy-6-methylpiperidin-2-yl]dodecane-1,2-diol","1",74,1254,FALSE
"Crm 51005","1",6,15,FALSE
"4,5,4'-trihydroxy-3,3'-iminodibenzoic acid","6",93,2948.5,FALSE
"3-[9-hydroxy-5,9-dimethyl-4-(prop-1-en-2-yl)tricyclo[6.2.2.0,]dodecan-5-yl]propanoic acid","3",94,3803.33333333333,FALSE
"Dodeca-2E,4E-dienoic acid 4-hydroxy-2-phenylethylamide","2",67,1990,FALSE
"(4E,8E,9Me-d19:2)sphingosine","5",106,712,FALSE
"Emeheterone","1",86,2158,FALSE
"methylamine,n,n-bis(n.-decyl)","5",123,2858.33333333333,FALSE
"(1'S,2'R,3R,7'R,9'S)-6'-acetylspiro[1H-indole-3,10'-4-oxa-12-azatricyclo[7.2.1.02,7]dodec-5-ene]-2-one","2",108,3879,FALSE
"Sesquiterpenoid 2","7",43,70,FALSE
"corianol","2",55,1548.5,FALSE
"12,17;13,17-Diepoxy-9Z-octadecenoic acid","7",78,5204.83333333333,FALSE
"n-lauryl-5-hydroxyanthranilate","2",102,1189,FALSE
"Ankorine","2",135,2436.5,FALSE
"3-oxo-nonadecanoic acid","7",55,486,FALSE
"Cyathin A3","1",77,1372,FALSE
"11-(3-hexyloxiran-2-yl)-9-hydroxyundeca-7,10-dienoic acid","1",110,528.5,FALSE
"2-[(9z)-hexadecenoyl]glycerol","5",113,908.5,FALSE
"Periconiasin G","5",49,1455,FALSE
"2,14-Dihydroxy-2,6,10,14-tetramethyl-3,10,15-hexadecatrien-5-one","1",86,708,FALSE
"2-Palmitoylglycerol","1",156,1904.5,FALSE
"Penaresidin B","2",135,1907,FALSE
"Sch 725674","1",100,9220,FALSE
"Palmitoyl Serinol","1",148,2556.5,FALSE
"(1r,4s,14r)-4-methoxy-7,11,15,15-tetramethylbicyclo[12.1.0]pentadeca-2,6,10-triene-3-carboxylic acid","7",68,985,FALSE
"20-HEDE","5",92,1403,FALSE
"N,N-dimethyl-Safingol","2",73,293,FALSE
"(4aR,5aS,9R)-9-ethynyl-9a,11b-dimethylhexadecahydrocyclopenta[1,2]phenanthro[8a,9-b]oxirene-3,9-diol","5",102,4309.83333333333,FALSE
"pregn-4-ene-3,20-dione","7",124,4277.5,FALSE
"Phytosphingosine","7",89,987,FALSE
"2,3-dihydroxypropyl hexadecanoate","7",92,1168.5,FALSE
"Viridone","7",61,1895.16666666667,FALSE
"icosa-2,4,6-trienimidic acid","5",18,0,FALSE
"14-methyl-1-(pyrrolidin-1-yl)hexadecan-1-one","4",59,3146,FALSE
"(R)-2,3-Dihydroxy-3-Methylbutanoate","1",1,0,FALSE
"(1s,2s,5s,6s,9r,11r,12s,13r)-11-hydroxy-6,13-dimethyl-7-azapentacyclo[10.8.0.0,.0,.0,]icosa-14,17-dien-16-one","1",83,490,FALSE
"Megastachine","1",109,2760.33333333333,FALSE
"Phosphoroselenoic acid","1",1,0,FALSE
"(5S,8R)-3,8-dimethoxy-2-methyl-5-octyl-5,6,7,8-tetrahydro-1H-quinolin-4-one","1",157,2057.66666666667,FALSE
"Laingolide A","1",94,1732.5,FALSE
"Anandamide (18:4","7",40,538,FALSE
"Marrubiin","2",119,1141,FALSE
"8-hydroxy-11Z,14Z-Octadecadienoic acid","2",16,161,FALSE
"n-(2-methylpropyl)hexadec-2-enimidic acid","6",40,2233,FALSE
"1,10-dimethyl-6-methylidene-5-oxo-4,14-dioxatricyclo[7.4.1.0,]tetradecan-2-yl 2-methylpropanoate","7",131,2280.5,FALSE
"(2s,18ar)-18,18a-dihydroxy-2-methyl-3,4,5,6,7,8,9,10,11,12,13,14-dodecahydro-2h-1-benzoxacyclohexadecin-16-one","7",59,2940,FALSE
"Lespecyrtin F1","1",146,3059,FALSE
"Dehydrophytosphingosine","1",28,1932,FALSE
"Polyveoline","6",99,5667.33333333333,FALSE
"(2e)-3-[(2s,3s)-2-(2h-1,3-benzodioxol-5-yl)-7-methoxy-3-methyl-2,3-dihydro-1-benzofuran-5-yl]prop-2-en-1-ol","7",117,2768.5,FALSE
"Vibsanol","1",84,1256,FALSE
"(1s,2s,5r,6s,8s,11s,14r,17s,20r)-6,14-dimethyl-10,16,18-trioxahexacyclo[12.5.1.1,.0,.0,.0,]henicosan-9-one","1",76,1192,FALSE
"6-Pentadecylbenzene-1,2,4-triol","5",87,2179,FALSE
"lithocholic acid","6",67,220,FALSE
"Asperidine C","2",81,1038,FALSE
"Erucic acid","2",81,960,FALSE
"Fortimicin Ke","2",95,1887.5,FALSE
"(2S,3S,4R)-2-aminoicosane-1,3,4-triol","2",119,2379,FALSE
"4-({11-hydroxy-4,4-dimethyl-3,5,8-trioxatricyclo[7.4.0.0,]trideca-1(13),9,11-trien-6-yl}methyl)benzene-1,2-diol","1",108,2762.5,FALSE
"Hydroxygelsemicine","1",116,8623,FALSE
"Farnesylacetol","4",8,0,FALSE
"9a-ethoxy-3,4a,5-trimethyl-4h,5h,8ah,9h-naphtho[2,3-b]furan-2,6-dione","1",17,5,FALSE
"methyl 3-[(1r,2r,3s,10s,12s,13r)-13-isopropyl-1-methyl-11-azapentacyclo[8.5.0.0,.0,.0,]pentadecan-2-yl]propanoate","6",69,1990,FALSE
"(2E,4E,12Z)-N-(2-methylpropyl)octadeca-2,4,12-trienamide","7",84,1134.5,FALSE
"Docosanamide","4",27,277,FALSE
"Darutigenol","4",43,84,FALSE
"Chimonanthin","4",64,4549.5,FALSE
"N-(3-Methoxybenzyl)Tetradecanamide","1",91,2026,FALSE
"17-methyl-phytosphingosine","2",86,678.5,FALSE
"Ilanefuranone","2",122,1361.5,FALSE
"CocamidopropylBetaine","1",96,499.5,FALSE
"5,14-dihydroxy-15-(3-methylbut-2-en-1-yl)-8,17-dioxatetracyclo[8.7.0.0,.0,]heptadeca-1(10),2,4,6,11,13,15-heptaene-4-carbaldehyde","3",94,3088.5,FALSE
"(1S,2R,6S,7S,9S,12R)-9-hydroxy-2,6-dimethyl-12-propan-2-yl-13,14-dioxatetracyclo[10.2.2.01,10.02,7]hexadec-10-ene-6-carboxylic acid","2",89,548.5,FALSE
"Libertellenone G","3",112,1144,FALSE
"Marinopyrazinone B","2",117,4884,FALSE
"URSODEOXYCHOLATE","3",147,2069,FALSE
"Diisopropyl phthalate","5",1,0,FALSE
"5,5,9,14-tetramethyl-15-oxapentacyclo[11.3.1.0,.0,.0,]heptadecan-2-yl acetate","1",56,814.5,FALSE
"Oleoyl Ethanolamide","2",25,94,FALSE
"(2e,4e)-1-(piperidin-1-yl)octadeca-2,4-dien-1-one","7",74,254,FALSE
"Lanopylin B2","2",134,2226,FALSE
"Methyl homosecodaphniphyllate","2",126,2157,FALSE
"eupatorin","7",96,2465.5,FALSE
"Eicosanoyl-EA","7",55,575,FALSE
"13-Tigloyloxy-17-oxolupanine","7",9,0,FALSE
"[1-(1-aminoethyl)-9a-methyl-7-(methylamino)-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-11a-yl]methanol","6",53,639.5,FALSE
"1-ethyl-6,7,8-trihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-2-one","1",115,3508.5,FALSE
"1-(1-Oxo-2-octadecenyl)piperidine","4",53,1662,FALSE
"DEOXYCHOLATE","2",60,274.5,FALSE
"4-Hydroxybenzoylcholine","1",1,0,FALSE
"1,4a-dimethyl-9-oxo-7-propan-2-yl-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid","3",75,674,FALSE
"(10s,11s,15r)-10-(2h-1,3-benzodioxol-4-yl)-4,6,13-trioxatetracyclo[7.7.0.0,.0,]hexadeca-1,3(7),8-trien-12-one","7",67,135.5,FALSE
"TURANOSE","3",91,432,FALSE
"3beta,14beta,20-trihydroxypregn-5-ene-18-oic-(18-20)-lactone","1",94,2587.5,FALSE
"Hexadecanoic acid 2-phenylethylamide","7",71,634,FALSE
"icosa-2,4-dienimidic acid","3",20,27,FALSE
"7Z-Tricosen-11-one","3",43,312.5,FALSE
"Brasoside","3",116,1036.33333333333,FALSE
"A88696F","3",76,893.5,FALSE
"1-Monostearin","1",27,2,FALSE
"Trisindoline","2",108,1511.5,FALSE
