"node","module","degree","betweenness","is_hub"
"2-chloro-1-(2,4-dimethylphenyl)-2-methylpropan-1-one","5",256,1211.5,FALSE
"10-hydroxy-6,10-dimethylundeca-5,8-dien-2-one","3",171,230,FALSE
"8-Amino-1-phenazineol","3",256,1933,FALSE
"methoxamine","3",251,1225.5,FALSE
"Sw-B","2",169,565.5,FALSE
"5-methyl-1-(4-methylcyclohex-3-en-1-yl)hex-4-en-1-ol","2",122,569,FALSE
"Prespatane","4",138,988,FALSE
"N-acetylnorpandamarilactonine A","3",114,1053.5,FALSE
"Spathullin B","1",234,1197,FALSE
"cordysinin c","1",113,492,FALSE
"Benzothiazole","4",6,0,FALSE
"Benzoylcholine","1",3,0,FALSE
"(1r,2r,3s,6s)-3-isopropyl-6-methyl-7-oxabicyclo[4.1.0]heptan-2-yl acetate","1",166,655.5,FALSE
"Ethyl menthane carboxamide","2",203,423,FALSE
"Propyl gallate","2",215,1359.5,FALSE
"2-Phenylquinoline","3",187,1006.5,FALSE
"Elaeokanine C","3",266,2442.5,FALSE
"N-(9-oxodecyl)acetamide","3",179,168,FALSE
"9-azatetracyclo[7.6.1.0,.0,]hexadeca-2,4,6-triene","1",111,1008,FALSE
"(1s,2s,8r)-2-methyl-7-methylidenetricyclo[6.2.1.0,]undecan-6-one","5",5,0,FALSE
"3,5-dihydroxyphenyl (2r)-2-methylbutanoate","1",192,783.5,FALSE
"1,5,12,12-tetramethyl-6-azatricyclo[7.2.1.0,]dodeca-2(7),3,5-triene","5",272,1708,FALSE
"N,N-Dimethyldodecylamine","3",225,1463.5,FALSE
"1-[(4as,8s)-8-hydroxy-4a,8-dimethyl-1,4,5,6,7,8a-hexahydronaphthalen-2-yl]ethanone","11",1,0,FALSE
"(1s)-4-[(3s)-3-hydroxybut-1-yn-1-yl]-3,5,5-trimethylcyclohex-3-en-1-ol","4",101,560,FALSE
"3R-hydroxy-5Z-dodecenoic acid","1",203,1565,FALSE
"Tridecanamide","2",196,197,FALSE
"3-Bromo-4,5-Dihydroxybenzaldehyde","5",248,1039,FALSE
"6-(methylamino)hexane-1,2,3,4,5-pentaol","5",250,852.5,FALSE
"(5E)-6,10-dimethyl-5,9-undecadien-2-one","4",210,1696,FALSE
"Toxol","5",244,695,FALSE
"Chalcone","2",81,5806,FALSE
"(+)-Vulgraon B","2",217,823.5,FALSE
"Isoishwarone","5",256,844.5,FALSE
"4,8-Dimethoxy-3-Methylnaphthalen-1-Ol","4",204,2350.16666666667,FALSE
"Nootkatone","2",225,2744.5,FALSE
"2,2,5,9-tetramethyl-1h,7h,8h-cyclopenta[8]annulen-4-one","1",195,1819.33333333333,FALSE
"Solanascone","5",249,737.5,FALSE
"5-hydroxyculmorin","1",223,710.333333333333,FALSE
"hexadeca-1,3,5,7-tetraene","2",214,1202.5,FALSE
"hexadecahydrofluoranthene","1",185,565.5,FALSE
"(+)-(S,R)-Epoxyartemidin","3",176,227.5,FALSE
"Prumycin","3",235,1106.5,FALSE
"14-oxa-7-azatetracyclo[6.6.1.0,.0,]pentadec-10-en-13-one","3",121,464,FALSE
"(2S)-3-hydroxy-2-[(E)-2-phenylethenyl]-2,3-dihydropyran-6-one","1",283,1500,FALSE
"2,6,10-Trimethyl-(E,E)-2,6,10,12-tridecatetraene","2",178,280.5,FALSE
"Eupolauridine N-oxide","2",259,2215.5,FALSE
"3-acetyl-4a,5-dimethyl-1,2,4a,5,6,7,8,8a-octahydronaphthalen-2-one","2",303,1760.5,TRUE
"(1r,4s,4ar,8as)-4,7-dimethyl-1-(prop-1-en-2-yl)-3,4,4a,5,6,8a-hexahydro-2h-naphthalen-1-ol","2",270,1170,FALSE
"Ritalinic acid","3",201,1307.5,FALSE
"4-hydroxy-1-methyl-7-(prop-1-en-2-yl)-2,3,4,4a,5,6,7,8-octahydronaphthalen-2-one","3",191,1838.5,FALSE
"Dihydroartemisinic aldehyde","5",215,1067,FALSE
"Carnegine","3",226,1104,FALSE
"Fraxidin","3",214,456.5,FALSE
"2-(4a,8-dimethyl-2,3,4,8a-tetrahydro-1h-naphthalen-2-yl)propan-2-ol","1",300,1163,TRUE
"Oxidohimachalene","4",133,1360.5,FALSE
"2-{4-[(3-methylbutyl)amino]phenyl}ethanimidic acid","5",177,663,FALSE
"(z,2e)-n-[(1z)-2-(methylsulfanyl)ethenyl]-3-phenylprop-2-enimidic acid","5",244,685,FALSE
"Gymnamide","5",189,556.5,FALSE
"alpha-Cyperone","4",212,1213.5,FALSE
"1-acetyl-4,7-dimethyl-octahydro-1h-naphthalen-2-one","1",86,35,FALSE
"3-(4-hydroxyphenyl)-1-phenyl-2-propen-1-one","5",243,957,FALSE
"decyl acetate","3",261,821,FALSE
"(E)-3,7-Dimethyl-2,6-octadienyl butyrate","2",261,3117.5,FALSE
"hexahydro-1h-pyrrolizin-1-ylmethyl 2-methylbutanoate","3",247,1448,FALSE
"2-(ethylamino)-2-(thiophen-2-yl)cyclohexan-1-one","1",142,626.5,FALSE
"3-(2-methylpropyl)-5-(propan-2-yl)-1,2,4-trithiolane","1",34,205,FALSE
"Glulisine A","2",283,567.833333333333,FALSE
"(4Z)-4-[(2E,4R,6E)-8-[(2R,3S,6R,8R,10S)-2-ethyl-10-hydroxy-3-methyl-1,7-dioxaspiro[5.5]undecan-8-yl]-4,6-dimethylocta-2,6-dienylidene]-6-hydroxy-7-methylisochromen-1-one","4",6,198,FALSE
"2-(2-methylpropyl)dec-2-enimidic acid","5",255,995,FALSE
"Chavicol","2",10,33.5,FALSE
"1,4-diaza-2,5-dioxo-3-isobutylbicyclo[4.3.0]nonane","2",38,72.5,FALSE
"n-(2-methylpropyl)dec-2-enimidic acid","2",223,992.5,FALSE
"Acenaphthylene","2",8,1272,FALSE
"5-[4-(methoxymethyl)furan-2-yl]-1h-indole","1",279,2065,FALSE
"()-petchioic B","1",187,715.5,FALSE
"Andrachcinidine","3",269,1043,FALSE
"Myristamide","2",238,843.5,FALSE
"2-({[(2-hydroxyphenyl)methyl]imino}methyl)phenol","5",140,4016.5,FALSE
"Bisphenol A","2",295,693.833333333333,FALSE
"(9S)-9-Hydroxy-9-[3-(hydroxymethyl)oxiranyl]-7-nonene-4-one","4",45,622,FALSE
"2-amino-5-[(1H-indol-3-yl)methyl]-4,5-dihydro-1,3-oxazol-4-one","5",265,902.5,FALSE
"Marinopyrone A","14",1,0,FALSE
"Medelamine B","3",214,2772.5,FALSE
"cis-tetradec-11-enoic acid","3",45,253,FALSE
"n-(2-methylpropyl)decanimidic acid","2",111,982,FALSE
"Cerulomycin","5",206,1698.5,FALSE
"Lauryldimethylamine Oxide","1",69,350.5,FALSE
"3-(3,4-Dimethoxyphenyl)Propan-1-Ol","6",2,0,FALSE
"elema-1,3,7(11),8-tetraen-8,12-lactam","3",215,1841,FALSE
"Alantodiene","3",217,2691.5,FALSE
"1-Methoxycarbonyl-Beta-Carboline","4",213,3026.16666666667,FALSE
"2-keto tridecanoic acid","4",121,2339.66666666667,FALSE
"2-methyl-2-[(2s,3r,4r,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]propanenitrile","5",235,1243.5,FALSE
"rupestine J","1",209,2704,FALSE
"Drupanin","3",245,764.833333333333,FALSE
"15-Hydroxy-14-aldehyde probotryan-4(5)-ene","3",193,1922.33333333333,FALSE
"Coralcuparene","4",174,1748,FALSE
"5',6'-dimethylspiro[indole-3,2'-[1,5]oxazinan]-2-ol","5",227,321,FALSE
"Carotarosal A","3",249,600,FALSE
"6-hydroxy-5-methyl-3-(prop-1-en-2-yl)-1,2,3,4-tetrahydronaphthalen-1-one","1",93,322,FALSE
"epi-4'-hydroxyjasmonic acid","1",208,1608.5,FALSE
"Mansonone A","4",220,2649.33333333333,FALSE
"Herbarumin I","2",277,2243.5,FALSE
"4,5-dihydroxy-n-(2-methylpropyl)oct-2-enimidic acid","3",203,1606,FALSE
"n-methyl-n-[2-(methylsulfanyl)ethenyl]-3-phenylprop-2-enamide","5",248,979.5,FALSE
"2,7-dihydroxy-11,12-dehydrocalamenene","5",272,1325,FALSE
"Cananodine","5",265,637,FALSE
"Xylit","15",1,0,FALSE
"Crispine A","3",174,659.5,FALSE
"Aspergone O","5",246,1135.5,FALSE
"2-[(2r,4as)-4a,8-dimethyl-7-oxo-1,2,3,4,5,6-hexahydronaphthalen-2-yl]prop-2-enal","2",238,2926.5,FALSE
"Walleminone","3",228,1742,FALSE
"(1R-trans)-1,2,3,4-Tetrahydro-7-hydroxy-6-methyl-4-(1-methylethyl)-1-naphthalenemethanol","5",206,881.5,FALSE
"3-hydroxy-8a-methyl-3-(prop-1-en-2-yl)-1,2,3,3a,4,5,8,8a-octahydroazulene-6-carbaldehyde","5",280,1494.5,FALSE
"methyl 2,2-dimethyl-4-oxo-3h-1-benzopyran-6-carboxylate","1",212,1301.5,FALSE
"3-hydroxy-3,5,5-trimethyl-7-(propan-2-yl)-2,3,4,5-tetrahydro-1H-inden-1-one","5",257,869.5,FALSE
"(3aS,4R)-7-(hydroxymethyl)-2,2-dimethyl-5-methylidenespiro[1,3,3a,4-tetrahydroindene-6,1'-cyclopropane]-4-ol","1",215,1298,FALSE
"7-Ethyl-3,11-dimethyl-1,3Z,6E,10E-tridecatetraene","2",200,2820,FALSE
"2-(2-hydroxy-2-phenylethyl)-1-methylpiperidin-3-ol","3",207,552.5,FALSE
"Di-O-methylfraxetin","5",249,959,FALSE
"Curcumenol","2",169,1993,FALSE
"hexadeca-7,10,13-trienal","2",171,247,FALSE
"7Z,11E-Hexadecadienal","2",146,243.5,FALSE
"7,17-diazatetracyclo[8.7.0.0,.0,]heptadeca-1(10),3,5,11,13,15-hexaen-2-one","1",190,295,FALSE
"12,13-Dimethyl-5,14-dioxabicyclo[9.2.1]-tetradeca-1(13),11-dien-4-one","3",231,497,FALSE
"13Z-Hexadecen-11-yn-1-ol","2",163,201,FALSE
"9-methyl-3-oxa-9-azatricyclo[3.3.1.0,]nonan-7-yl (2e)-2-methylbut-2-enoate","3",177,931.5,FALSE
"(1s,7ar)-1-{[(2z)-2-methylbut-2-enoyl]oxy}-7-methylidene-hexahydropyrrolizin-4-ium-4-olate","3",196,1192,FALSE
"(1s,2s,3s,6r,7r,8z)-8-(1-hydroxypropan-2-ylidene)-1,3-dimethyltricyclo[4.4.0.0,]decan-3-ol","1",222,2121.5,FALSE
"(3s)-4-hydroxy-6-methyl-2-(3-methylbutanoyl)-1-oxa-5-azaspiro[2.5]octa-4,6-dien-8-one","5",179,488,FALSE
"Pyrenocine K","3",212,2102.5,FALSE
"(S)-7-((3R,5S,7Ar)-5-Methyl-Hexahydro-Pyrrolizin-3-Yl)-Heptan-2-Ol","5",227,1933.5,FALSE
"Penicimumide","2",30,15,FALSE
"n-(2-methylbutyl)deca-2,4-dienimidic acid","2",197,203,FALSE
"Cycloclavine","1",289,1879,FALSE
"(+)-Costunolide","1",245,2009,FALSE
"2,4,6-Trihydroxy-3-(3,3-Dimethylallyl)Acetophenone","3",186,2026.83333333333,FALSE
"Bagremycin E","3",187,1230.5,FALSE
"Thespone","2",169,1278.5,FALSE
"(4E,6E,d14:2) sphingosine","3",193,2008,FALSE
"1-Hexadecanamine","3",177,323,FALSE
"Undeca-2E,7Z,9E-trienoic acid isobutylamide","4",55,10,FALSE
"METHYL GALACTOSIDE","4",31,294,FALSE
"(6r,7s)-2-methyl-2-azaspiro[5.5]undecan-7-ol","3",2,0,FALSE
"LUMICHROME","3",246,969.166666666667,FALSE
"Globiferane","4",135,605.5,FALSE
"Bacillamidin F","2",217,2043.5,FALSE
"PHENETHYLAMINE","3",203,2564.5,FALSE
"N-lauroylethanolamine","3",259,837,FALSE
"5,8-dihydroxy-1-methylnaphtho[2,3-c]furan-4,9-dione","4",200,765.5,FALSE
"(9s)-4-methoxy-9-methyl-2h,6h,7h,8h,9h-[1,3]dioxolo[4,5-h]isoquinoline","5",3,1855,FALSE
"Indospicine","3",10,2069,FALSE
"4-Methoxycephalospolide G","4",16,335,FALSE
"3,4-dihydroxy-2-methyl-7-propyl-3,4-dihydro-2H-pyrano[3,2-c]pyran-5-one","1",189,668,FALSE
"2-(7-hydroxy-6-methyloctyl)-2H-furan-5-one","3",198,362,FALSE
"Benzoyl Tropine","3",269,1769.33333333333,FALSE
"Ncgc00385962-01_C16H24O3_","3",97,299,FALSE
"5,9-dimethyl-14-methylidene-3,12-dioxatricyclo[9.3.0.0,]tetradec-8-en-13-one","3",182,1672.5,FALSE
"4-Hydroxybenzoylcholine","2",6,138,FALSE
"Madolin L","3",217,1035.5,FALSE
"Hypofuran B","3",232,1594.33333333333,FALSE
"4-{5-hydroxy-2-methyl-2-azabicyclo[2.2.2]octan-5-yl}-3-methylbutanoic acid","4",231,3186,FALSE
"Smyrnicordi-8-enolide","4",117,621,FALSE
"5,6,8-Trimethoxy-3-Methylisocoumarin","4",208,1570,FALSE
"Crm 51005","1",45,41,FALSE
"5-hydroxy-3,6,10-trimethyl-3h,3ah,4h,5h,8h,9h,11ah-cyclodeca[b]furan-2-one","1",287,1101.5,FALSE
"Dihydromultiflorine","2",234,2716,FALSE
"Manaoic acid","1",246,1403.5,FALSE
"2-Deoxyadenosine","2",265,1287,FALSE
"(1s,4s,7s,8r,11s,12r,13s)-13-isopropyl-12-methyl-10-oxa-2-azatetracyclo[5.4.1.1,.0,]tridecan-9-one","3",179,270,FALSE
"Fusaricate I","1",215,1808,FALSE
"[3aR-(3aalpha,4aalpha,6beta,8abeta,9aalpha)]-3a,4,4a,5,6,8a,9,9a-Octahydro-6-hydroxy-8a-methyl-3,5-bis(methylene)naphtho[2,3-b]furan-2(3H)-one","1",225,735.666666666667,FALSE
"3-(4-ethylphenyl)propanoic acid","5",2,1786,FALSE
"p-dicyclohexylbenzene","2",165,418.5,FALSE
"(2E,4E)-N-(2-methylpropyl)dodeca-2,4-dienamide","2",201,1191.5,FALSE
"Stellarine A","2",278,1232,FALSE
"Agistatin B","3",6,3,FALSE
"11-(2-cyclopenten-1-yl)-9Z-undecenoic acid","5",199,1426.5,FALSE
"Tabernine B","3",196,175.5,FALSE
"5,7-dihydroxy-3-phenyl-4H-chromen-4-one","2",282,2693.16666666667,FALSE
"9-(3,5-dimethylfuran-2-yl)-nonanoic acid","3",226,1007.66666666667,FALSE
"14Z-hexadecenoic acid","3",205,2266,FALSE
"4'-METHOXYFLAVONE","1",208,3543.5,FALSE
"Albonoursin","1",296,1492.5,FALSE
"(3R)-10,12-dihydroxy-3-methyl-3,4,5,6,7,8-hexahydro-2-benzoxecin-1-one","4",159,1075.5,FALSE
"3,7-dihydroxy-8-methyl-8-azabicyclo[3.2.1]octan-6-yl 2-methylbutanoate","3",237,694.833333333333,FALSE
"Andrachamine","1",195,719.5,FALSE
"(1r,4z,9r)-4-(methoxymethyl)-11,11-dimethyl-8-methylidenebicyclo[7.2.0]undec-4-en-3-one","2",107,445,FALSE
"3-hydroxy-7-methoxy-5-methyl-8-(propan-2-yl)naphthalene-2-carbaldehyde","4",155,343.833333333333,FALSE
"(1R,4S,5R,7S,9As)-4-Furan-3-Yl-1,7-Dimethyl-Octahydro-Quinolizine 5-Oxide","5",197,1039.5,FALSE
"Palmitoleamide","2",169,517.5,FALSE
"(1s,2r,3r,5r,8r)-8-[(1e,3r)-3-hydroxybut-1-en-1-yl]-1,5-dimethyl-6-oxabicyclo[3.2.1]octane-2,3-diol","4",90,231.5,FALSE
"Phomolide H","4",137,617.5,FALSE
"5Athq-9I","1",198,933.5,FALSE
"(2s)-2,7-dimethyl-2-(4-methylpent-3-en-1-yl)chromen-5-ol","3",230,1284,FALSE
"2-(4-oxoquinazolin-3(4H)-yl)ethyl isobutyrate","3",269,1060,FALSE
"21-dehydroophiobolin U","3",5,133,FALSE
"Oxazolidinone","3",193,817.5,FALSE
"3-(1h-indol-3-ylmethyl)-1-methylindole","3",262,1450.5,FALSE
"11-phenyl-7E-undecenoic acid","3",151,792.5,FALSE
"Stagonolide B","4",65,4609,FALSE
"Marinoquinoline H","5",261,340,FALSE
"8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid","2",182,116,FALSE
"11,13-Dehydrodesacetylmatricarin","1",170,1688.5,FALSE
"(1s,9s,12r,14s)-5,9,13,13-tetramethyl-8-oxatetracyclo[7.4.1.0,.0,]tetradeca-2,4,6-trien-3-ol","5",234,1581,FALSE
"elaiomycin h","2",247,1529.83333333333,FALSE
"Anhalamine","2",4,15,FALSE
"Cernuine","5",206,815.5,FALSE
"(2z)-6-methylidene-2-(4-methylpent-3-en-1-yl)octa-2,7-dien-1-yl acetate","1",216,1616.5,FALSE
"3-Phenylacetoxynortropane","3",260,1587.33333333333,FALSE
"Dendrobine","2",251,1608,FALSE
"PG 34:2","4",1,0,FALSE
"Farnesylacetol","4",56,24.5,FALSE
"(6s)-4,6,9-trimethyl-5,6,7,8-tetrahydrophenanthrene-1,2-diol","16",1,0,FALSE
"(1r,2r,13r,15r)-11-hydroxy-15-methyl-6-azatetracyclo[8.6.0.0,.0,]hexadec-10-en-12-one","3",192,1276.5,FALSE
"Brasilamide L","3",87,7148,FALSE
"4,5-dihydroxy-2-methoxy-7-methyl-10h-anthracen-9-one","2",4,26,FALSE
"(-)-10Beta,13Aalpha-Secoantofine N-Oxide","2",2,0,FALSE
"(1S,2R,9R,10S,12S)-12-hydroxy-7,15-diazatetracyclo[7.7.1.0^{2,7}.0^{10,15}]heptadecan-6-one","3",209,1415,FALSE
"Gamma-Caprolactone","3",7,386,FALSE
"(2e,4e)-n-(2-methylbutyl)deca-2,4-dienimidic acid","2",8,11,FALSE
"pyreudione a","3",175,730,FALSE
"Oxycurcumenol","1",11,187,FALSE
"Lycoposerramine K","4",221,2585.5,FALSE
"(2e,4e)-n-(2-methylpropyl)trideca-2,4-dienimidic acid","4",5,2,FALSE
"Marinoquinoline C","2",291,1322.5,FALSE
"4-oxo-2E,15-hexadecendioic acid","1",232,2538.5,FALSE
"Deoxyguanosine","1",292,1356.5,FALSE
"Isoindigo","1",184,3307.5,FALSE
"Fusarester C","1",230,2039,FALSE
"(R)-7-((3R,5S,7Ar)-5-Propyl-Hexahydro-Pyrrolizin-3-Yl)-Heptan-2-Ol","1",207,857,FALSE
"2-heptyl-3,6-dihydroxy-4-methoxybenzaldehyde","3",219,556.5,FALSE
"2-carene-8-acetamide","2",14,1,FALSE
"6-hydroxy-13-methoxy-2-oxatetracyclo[6.6.2.0,.0,]hexadeca-1(15),4(16),5,7,11,13-hexaen-3-one","1",197,2055.5,FALSE
"13-hydroxyhexadeca-9,11-dienoic acid","1",152,621,FALSE
"illihenryifunone C","3",250,759.5,FALSE
"2E-Octadecenal","3",52,19,FALSE
"Adenosine","2",287,2161.83333333333,FALSE
"1-oxacyclooctadeca-3,5-dien-2-one","5",248,1019,FALSE
"2-(8-hydroxy-4a,8-dimethyl-1,2,3,4,5,6,7,8a-octahydronaphthalen-2-yl)prop-2-enoic acid","3",165,354,FALSE
"()-phenylethyl-8-O--L-rhamnopyranoside","4",150,1542.5,FALSE
"7,15-diazatetracyclo[7.7.1.0,.0,]heptadecan-8-ylmethanol","4",51,2017,FALSE
"Bacillamidin G","2",214,365,FALSE
"(1s,2s,5s,6r,7r,9r,10s)-10-hydroxy-1,2,5,7,9-pentamethyl-3,11,12-trioxatricyclo[5.3.1.1,]dodecan-4-one","5",224,1641,FALSE
"8-keto palmitic acid","3",199,1789,FALSE
"3-(2-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-ol","5",239,1664.5,FALSE
"17-Octadecenal","4",121,880.5,FALSE
"9-oxo-7E-hexadecenoic acid","1",251,2413,FALSE
"(+)-Isojuvabiol","1",210,1231.5,FALSE
"Vaccinol J","5",290,1898,FALSE
"5Athq-10A","2",200,1583.5,FALSE
"[4aS-(4aalpha,8beta,8abeta)]-4,4a,7,8,8a,9-Hexahydro-3,5,8a-trimethylnaphtho[2,3-b]furan-8-ol acetate","5",257,1171.33333333333,FALSE
"Dcneo","3",210,940.5,FALSE
"(E)-5-hydroxy-3-isobutyl-6-(3-methylbenzylidene)-1,6-dihydropyrazin-2(3H)-one","3",231,3555.5,FALSE
"Homatropine","3",235,1577,FALSE
"Ixoric acid","3",260,1536.5,FALSE
"Strobamine","2",152,295,FALSE
"3,4-Dimethyl-5-pheyloxazolidine","4",2,2,FALSE
"11alpha-Hydroxyphlegmariurine B","2",204,1031,FALSE
"Cyclo(S-Phe-S-Gln)","5",226,497.5,FALSE
"7-(14-hydroxypropan-13-yl)-8-isobutyl-7,8-dihydrobenzo[c]oxepin-1(3H)-one","2",298,999.7,FALSE
"Monomarginine","5",192,663.5,FALSE
"5,12-octadecadiynoic acid","3",268,1991,FALSE
"Obscuraminol A","1",17,939,FALSE
"Lobscurinol","3",164,261,FALSE
"1-Acetoxy-3,15-epoxygymnomitrane","3",259,493,FALSE
"N-(2E,4E-dodecadienoyl)-homoserine lactone","3",205,956.5,FALSE
"Caerulomycin I","4",146,437,FALSE
"7-((3R,5S,7Ar)-5-Propyl-Hexahydro-Pyrrolizin-3-Yl)-Heptan-2-One","4",8,85,FALSE
"(E)-8-(1-(hydroxyimino)ethyl)-4,9-dimethyl-2H-furo[2,3-h]chromen-2-one","4",124,2120.5,FALSE
"Asperpyridone A","1",207,1436.5,FALSE
"Lycocernuine","1",202,582.5,FALSE
"Tri-N-butyl phosphate","3",68,677,FALSE
"(2e)-3-(4-hydroxyphenyl)prop-2-en-1-yl 3-phenylprop-2-enoate","4",157,485.833333333333,FALSE
"5-butyl-3-methyl-7H-furo[3,2-g]chromen-7-one","5",269,2978.5,FALSE
"3Z,9Z-Octadecadienoic acid","2",213,640.5,FALSE
"6,12,12-trimethyltricyclo[9.4.0.0,]pentadeca-1,3(8),4,6-tetraene-5,13-diol","1",227,1472.5,FALSE
"Triethylcitrate","3",75,6,FALSE
"Streptoaminal-8N","2",287,993.5,FALSE
"Linoleamide","3",222,524,FALSE
"Mollugin","1",230,1334.5,FALSE
"ELAIDIC ACID","3",207,847,FALSE
"Marinoquinoline E","5",231,632,FALSE
"Sakuranetin","2",289,1485.83333333333,FALSE
"(4-aminobutyl)[3-({4-[(4-aminobutyl)amino]butyl}amino)propyl]amine","1",204,1014.16666666667,FALSE
"Preussin B","1",121,195,FALSE
"Tetracentronsine","1",270,1105.5,FALSE
"(2S,3S,4R)-2-aminohexadecane-1,3,4-triol","1",206,1166.83333333333,FALSE
"Spisulosine","3",50,290,FALSE
"Haplophydine","3",217,1190.5,FALSE
"Lauroyl diethanolamide","3",240,348,FALSE
"Dyclocaine","3",171,1703.83333333333,FALSE
"Oleamide","2",170,440.5,FALSE
"Arachidonyl alcohol","2",226,542,FALSE
"Palhinine A","2",227,4256,FALSE
"2-hydroxyestradiol","5",263,984.166666666667,FALSE
"Lanyuamide Ii","2",101,147,FALSE
"Isotrichodermin","5",259,3553.33333333333,FALSE
"(3S,6S)-3,6-di-sec-butylpiperazine-2,5-dione","2",19,393,FALSE
"Ethylphosphonic acid","2",1,0,FALSE
"Brasilamide C","1",188,1163.5,FALSE
"9-KOT","5",251,672,FALSE
"8-[3-oxo-2-[(E)-pent-2-enyl]cyclopenten-1-yl]octanoic acid","2",152,1009.33333333333,FALSE
"[6]-Gingerol","4",141,1234,FALSE
"12-keto-8E,10E-octadecadienoic acid","5",144,1162,FALSE
"Annullatin D","1",274,2445,FALSE
"Anhydropisatin","5",194,1166,FALSE
"juncuenin C","1",225,3421,FALSE
"Coumestrol dimethyl ether","2",206,1310.5,FALSE
"2-hydroxy-4-isopropyl-7,8-dimethoxy-6-methylnaphthalene-1-carbaldehyde","4",160,1542,FALSE
"4-Rhamnosyl-Phenylethylene","2",43,131,FALSE
"Hexadecanoic Acid Propylamide","2",120,770.5,FALSE
"Triptobenzene D","2",160,1056,FALSE
"Iromycin M","3",94,454,FALSE
"[R-(E,E)]-13,14-Dihydroxy-6,10,14-trimethyl-5,9-pentadecadien-2-one","3",193,818.5,FALSE
"2R-hydroxy-oleic acid","2",204,1149,FALSE
"Ether","4",214,1290.83333333333,FALSE
"5'-Deoxy-5'-methylthioadenosine","1",272,900.5,FALSE
"Diaporphasine A","3",192,681,FALSE
"D-sphingosine","2",81,210,FALSE
"Octinoxate","3",230,1721,FALSE
"10-methoxy-8-oxapentacyclo[10.6.2.0,.0,.0,]icosa-1(18),2(7),3,5,9(19),10,12(20),14,16-nonaen-13-one","4",153,1427,FALSE
"[3R-(3alph,3aalpha,7alpha,7aalpha)]-7-Dimethyl-3,7a-bis(acetyloxy)hexahydro-3a 1,4-isobenzofurandione","3",139,49,FALSE
"Trachelanthine","3",232,422,FALSE
"Linoleyl hydroxamic acid","5",108,1,FALSE
"8-hydroxy-11Z,14Z-Octadecadienoic acid","3",74,155,FALSE
"3-ketosphingosine","2",213,366,FALSE
"(13s)-4-isopropyl-7,11-dimethyl-14-oxabicyclo[11.2.1]hexadeca-1(16),4,6,10-tetraen-15-one","2",240,3520.5,FALSE
"Microcarbonin A","1",3,0,FALSE
"Artepillin","2",131,1433.16666666667,FALSE
"Salvianonol","3",115,241,FALSE
"(4E,8E,d18:2) sphingosine","2",78,41,FALSE
"SPHINGANINE","2",146,268,FALSE
"(1r,2s,3s,5s)-2-hydroxy-3-{[(2r,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-6-oxabicyclo[3.1.0]hexane-3-carbonitrile","2",247,2415.5,FALSE
"heliocurassavicine n-oxyde","3",206,1339.5,FALSE
"(5R)-trans-1,7-diphenyl-5-hydroxy-6-hepten-3-one","3",184,944,FALSE
"Preussin C","2",190,572.5,FALSE
"(2R,3S,4S,5E,7S)-2-heptyl-3,4,7-trihydroxy-2,3,4,7,8,9-hexahydrooxecin-10-one","4",212,1534.5,FALSE
"5-(1,2,4a,5-tetramethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl)-3-methylpentanoic acid","3",191,2508.5,FALSE
"Tsugafolin","1",291,1570.5,FALSE
"9,9-dimethyl-3,8,20-trioxapentacyclo[11.7.0.0,.0,.0,]icosa-1,4,6,10,12,14,16,18-octaen-18-ol","1",241,578.5,FALSE
"14,15-Didehydro-3-oxorhazinilam","2",270,1835.5,FALSE
"17-hydroxylated guignardone A","1",298,916,FALSE
"Enigmol","1",113,267,FALSE
"2',8-dihydroxy-4,5-dimethyl-3-thia-5,7-diazaspiro[bicyclo[2.2.2]octane-2,3'-indol]-7-en-6-one","1",171,856,FALSE
"Methylisatoid","1",205,4323.83333333333,FALSE
"Toddalolactone","1",207,793.5,FALSE
"4,5,4'-trihydroxy-3,3'-iminodibenzoic acid","2",198,2844.5,FALSE
"trans-11-icosenamide","1",190,1939.5,FALSE
"9Z,12Z,15Z-Octadecatrienal","2",15,33,FALSE
"icosa-2,4,6-trienimidic acid","4",87,876,FALSE
"t17:0 phytosphingosine","3",245,1288,FALSE
"(2e,4e)-n-(2-methylpropyl)hexadeca-2,4-dienimidic acid","2",304,1762,TRUE
"11-hydroxy-15-methyl-6-azapentacyclo[8.6.0.0,.0,.0,]hexadecan-8-yl acetate","3",182,966.5,FALSE
"Thelepogine","5",188,3838.5,FALSE
"(6aR,11aS)-(3,4:8,9)-Bis(methylenedioxy)pterocarpan","5",265,1921.5,FALSE
"Nodulisporiviridin C","5",264,1449.5,FALSE
"(2r)-1-[(2s,6r)-6-[(2s)-2-hydroxypentyl]-1-methylpiperidin-2-yl]pentan-2-ol","3",12,145,FALSE
"5,6-dimethoxy-2-(2-methoxyphenyl)chromen-4-one","3",185,363.5,FALSE
"Pseudohygrophorone A(12)","3",190,1364,FALSE
"12,17;13,17-Diepoxy-9Z-octadecenoic acid","1",201,3437.83333333333,FALSE
